"parcel_number","sale_date","sale_price","house_square_feet","attic_finished_square_feet","basement_square_feet","attached_garage_square_feet","detached_garage_square_feet","fireplaces","hvac_description","exterior","interior","stories","roof_cover","year_built","bedrooms","bathrooms","waterfront_type","view_quality","utility_sewer"
"0317243025","03/02/2020","351801.00","2154","348","0","726","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2007","3","3","","","SEWER/SEPTIC INSTALLED"
"5004560470","03/12/2020","270000.00","1412","0","0","420","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","2010","3","2","","","SEWER/SEPTIC INSTALLED"
"0317172011","03/17/2020","615000.00","2086","0","0","484","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1992","3","3","","","SEWER/SEPTIC INSTALLED"
"4001680240","03/09/2020","369000.00","1816","0","0","380","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1999","3","3","","","SEWER/SEPTIC INSTALLED"
"7000600041","03/13/2020","405000.00","2108","0","0","440","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1999","4","3","","","SEWER/SEPTIC INSTALLED"
"6000000352","03/05/2020","494000.00","1778","0","910","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1940","4","3","","","SEWER/SEPTIC INSTALLED"
"0419104102","03/12/2020","370000.00","1404","0","0","418","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1980","4","2","","","SEWER/SEPTIC INSTALLED"
"2979800030","03/12/2020","490000.00","2192","375","0","640","0","2","Forced Air","Frame Siding","Drywall","1","Wood Shake","1990","3","3","","","SEWER/SEPTIC INSTALLED"
"6755000093","03/18/2020","812000.00","2632","420","0","956","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2017","3","2","","","SEWER/SEPTIC INSTALLED"
"6021550200","03/17/2020","378000.00","1739","0","0","462","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1995","3","2","","","SEWER/SEPTIC INSTALLED"
"5785001980","03/17/2020","449500.00","1432","120","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1960","3","2","","","SEWER/SEPTIC INSTALLED"
"0420023027","03/11/2020","168973.00","1372","0","0","0","672","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1940","3","2","","","SEWER/SEPTIC INSTALLED"
"5460000600","03/18/2020","369000.00","1269","0","0","0","0","0","Floor/Wall Furnace","Frame Siding","Drywall","1","Composition Shingle","2019","3","3","","","SEWER/SEPTIC INSTALLED"
"7002540260","03/06/2020","591500.00","2549","0","991","690","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","4","4","","","SEWER/SEPTIC INSTALLED"
"6026400530","02/27/2020","555225.00","3132","0","0","452","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","4","","","SEWER/SEPTIC INSTALLED"
"9445000600","03/17/2020","518500.00","1526","0","0","504","0","2","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1963","3","2","","","SEWER/SEPTIC INSTALLED"
"7470025530","03/12/2020","252000.00","1759","0","1020","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1937","3","2","","","SEWER/SEPTIC INSTALLED"
"4650000832","03/04/2020","345000.00","1602","0","0","484","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2005","3","3","","","SEWER/SEPTIC INSTALLED"
"0619178001","03/18/2020","605000.00","2099","0","0","567","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1996","3","3","","","SEWER/SEPTIC INSTALLED"
"5505301320","03/06/2020","375000.00","1253","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1958","3","2","","","SEWER/SEPTIC INSTALLED"
"7002540260","03/17/2020","530000.00","2549","0","991","690","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2016","4","4","","","SEWER/SEPTIC INSTALLED"
"0418195047","03/19/2020","475000.00","2105","0","0","528","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1977","3","2","","","SEWER/SEPTIC INSTALLED"
"6020930090","03/16/2020","450000.00","2021","0","0","598","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Wood Shake","1994","3","3","","","SEWER/SEPTIC INSTALLED"
"9253300040","03/13/2020","342500.00","1392","0","0","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1979","4","2","","","SEWER/SEPTIC INSTALLED"
"6615001620","03/12/2020","278250.00","1044","518","1073","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1931","4","2","","","SEWER/SEPTIC INSTALLED"
"7882000890","03/18/2020","405000.00","2312","0","0","690","0","1","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1974","3","2","","","SEWER/SEPTIC INSTALLED"
"6215000300","01/15/2020","52630.00","1208","0","121","0","0","1","Hot Water Baseboard","Frame Siding","Drywall","2","Composition Shingle","1921","3","2","","","SEWER/SEPTIC INSTALLED"
"7000930240","02/18/2020","645000.00","2643","0","0","908","512","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1998","3","3","","","SEWER/SEPTIC INSTALLED"
"5530000150","03/20/2020","325000.00","960","360","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1920","3","1","","","SEWER/SEPTIC INSTALLED"
"2745005690","03/19/2020","515000.00","2015","256","0","400","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1906","4","3","","","SEWER/SEPTIC INSTALLED"
"6026990160","03/16/2020","464990.00","2647","0","0","600","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"8000360080","03/19/2020","337850.00","1014","0","0","400","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2019","2","2","","","SEWER/SEPTIC INSTALLED"
"7002531570","03/20/2020","507019.00","1886","0","0","600","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2020","4","2","","","SEWER/SEPTIC INSTALLED"
"9395400280","03/09/2020","295000.00","1300","0","0","0","0","0","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1958","3","1","","","SEWER/SEPTIC INSTALLED"
"5640000350","03/18/2020","368500.00","2181","0","0","529","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1965","3","2","","","SEWER/SEPTIC INSTALLED"
"0220044285","03/19/2020","779000.00","2671","0","1612","0","1224","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1936","6","2","","View Lim -","SEWER/SEPTIC INSTALLED"
"7475023090","03/18/2020","415500.00","988","412","520","0","0","1","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1923","2","2","","","SEWER/SEPTIC INSTALLED"
"9760000270","03/16/2020","841950.00","3417","0","0","772","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2019","4","4","","","SEWER/SEPTIC INSTALLED"
"2205000210","03/18/2020","205000.00","800","458","0","0","384","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1948","3","1","","","SEWER/SEPTIC INSTALLED"
"6180000853","03/19/2020","260000.00","965","0","0","375","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1978","3","1","","","SEWER/SEPTIC INSTALLED"
"9004500020","03/18/2020","330000.00","1950","0","0","396","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2004","4","3","","","SEWER/SEPTIC INSTALLED"
"6026990060","03/17/2020","535000.00","2945","0","0","630","0","2","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"7475021460","03/12/2020","334000.00","896","448","0","0","312","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1942","4","1","","","SEWER/SEPTIC INSTALLED"
"6021130760","03/05/2020","410000.00","1753","0","0","480","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1995","3","3","","","SEWER/SEPTIC INSTALLED"
"8000190750","03/18/2020","401000.00","1754","0","0","598","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","1999","3","3","","","SEWER/SEPTIC INSTALLED"
"5003840230","03/16/2020","434000.00","3231","0","0","600","0","2","Warm and Cool Air Zone","Frame Vinyl","Drywall","2","Composition Shingle","2008","4","3","","","SEWER/SEPTIC INSTALLED"
"5003460770","03/18/2020","350000.00","1824","0","0","336","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2006","4","3","","","SEWER/SEPTIC INSTALLED"
"7001710220","03/19/2020","708000.00","3305","0","0","814","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2004","3","4","","","SEWER/SEPTIC INSTALLED"
"4003100220","03/17/2020","576000.00","1718","0","1148","440","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2015","4","3","","","SEWER/SEPTIC INSTALLED"
"3745000209","03/18/2020","525000.00","1737","0","1605","580","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","2007","1","2","","","SEWER/SEPTIC INSTALLED"
"0420116016","03/17/2020","445000.00","1804","0","0","624","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1994","3","3","","","SEWER/SEPTIC INSTALLED"
"7140000110","03/18/2020","352000.00","1288","0","0","529","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1961","3","2","","","SEWER/SEPTIC INSTALLED"
"6023150110","03/18/2020","435000.00","2068","0","0","504","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2002","4","3","","","SEWER/SEPTIC INSTALLED"
"7188200880","03/12/2020","345000.00","1432","0","0","390","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2008","3","3","","","SEWER/SEPTIC INSTALLED"
"5660200191","03/18/2020","299950.00","1040","0","0","0","0","0","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1911","3","1","","","SEWER/SEPTIC INSTALLED"
"6022540160","03/16/2020","355000.00","1846","0","0","399","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1999","4","3","","","SEWER/SEPTIC INSTALLED"
"7001760110","03/19/2020","310000.00","1728","0","0","480","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2005","3","3","","","SEWER/SEPTIC INSTALLED"
"4003270250","03/05/2020","569950.00","2639","0","0","445","0","0","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"0222194024","03/17/2020","415000.00","2500","0","0","575","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1972","4","3","","","SEWER/SEPTIC INSTALLED"
"5004990430","03/10/2020","386808.00","2519","0","0","400","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"2450000260","02/25/2020","329900.00","1578","0","0","0","720","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1965","2","2","","","SEWER/SEPTIC INSTALLED"
"0319237037","03/11/2020","280000.00","1264","316","0","0","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1936","3","1","","","SEWER/SEPTIC INSTALLED"
"6024610540","03/18/2020","545000.00","2873","0","0","684","0","1","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","2005","4","3","","","SEWER/SEPTIC INSTALLED"
"7001610320","03/09/2020","347000.00","1660","0","0","440","0","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2003","3","3","","","SEWER/SEPTIC INSTALLED"
"4001441030","03/19/2020","464000.00","2341","0","0","592","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1998","3","3","","","SEWER/SEPTIC INSTALLED"
"0520355001","03/18/2020","955000.00","3437","0","0","958","713","1","Forced Air","Frame Stucco","Drywall","2","Concrete Tile","1995","3","3","","","SEWER/SEPTIC INSTALLED"
"0520355001","03/18/2020","955000.00","672","0","0","0","0","0","Heat Pump","Finished Cottage","Drywall","1","Concrete Tile","2009","0","0","","","SEWER/SEPTIC INSTALLED"
"3352000220","03/16/2020","341500.00","1270","0","0","350","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1980","3","2","","","SEWER/SEPTIC INSTALLED"
"3000920060","03/18/2020","370000.00","1716","0","0","0","400","1","Forced Air","Frame Vinyl","Drywall","2","Composition Shingle","2005","3","2","","","SEWER/SEPTIC INSTALLED"
"7475013250","03/19/2020","418000.00","1266","0","0","0","0","0","Electric Baseboard","Frame Siding","Drywall","2","Composition Shingle","1908","2","2","","","SEWER/SEPTIC INSTALLED"
"5004990440","03/10/2020","423343.00","2895","0","0","600","0","1","Forced Air","Frame Siding","Drywall","3","Composition Shingle","2019","4","4","","","SEWER/SEPTIC INSTALLED"
"0418135063","03/12/2020","625000.00","1700","0","1700","528","0","1","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","1978","3","2","","","SEWER/SEPTIC INSTALLED"
"3375000621","03/18/2020","325000.00","1058","0","0","546","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1948","3","1","","","SEWER/SEPTIC INSTALLED"
"4001500020","03/18/2020","735000.00","1812","0","1798","636","0","2","Warm and Cool Air Zone","Frame Siding","Drywall","1","Composition Shingle","1999","3","3","","","SEWER/SEPTIC INSTALLED"
"0221314034","03/18/2020","600000.00","1966","0","0","441","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1977","3","1","","View Lim +","SEWER/SEPTIC INSTALLED"
"2440000360","03/05/2020","300000.00","768","0","0","0","0","0","Floor/Wall Furnace","Frame Vinyl","Drywall","1","Composition Shingle","1946","2","1","","","SEWER/SEPTIC INSTALLED"
"0317126003","03/20/2020","729000.00","2957","0","0","612","0","2","Heat Pump","Frame Siding","Drywall","1","Composition Shingle","2020","3","3","","","SEWER/SEPTIC INSTALLED"
"5460001830","03/11/2020","315000.00","776","0","0","0","0","0","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1943","2","1","","","SEWER/SEPTIC INSTALLED"
"2086130053","03/11/2020","345000.00","1296","0","324","0","0","0","Electric Baseboard","Frame Vinyl","Drywall","2","Composition Shingle","1903","3","2","","","SEWER/SEPTIC INSTALLED"
"7720002061","03/13/2020","675000.00","2797","0","0","752","0","2","Heat Pump","Frame Siding","Drywall","2","Composition Shingle","1997","3","3","","","SEWER/SEPTIC INSTALLED"
"5000760200","03/13/2020","348950.00","1483","0","0","670","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1994","3","2","","","SEWER/SEPTIC INSTALLED"
"0318112002","03/19/2020","367500.00","1528","0","0","0","0","1","Warm and Cool Air Zone","Frame Siding","Drywall","2","Composition Shingle","1941","3","1","","","SEWER/SEPTIC INSTALLED"
"6640000510","03/17/2020","355000.00","1036","0","0","566","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1961","3","2","","","SEWER/SEPTIC INSTALLED"
"4002190170","03/18/2020","450000.00","1866","0","916","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2003","4","3","","","SEWER/SEPTIC INSTALLED"
"5625002072","03/12/2020","293500.00","816","415","0","0","0","0","Forced Air","Frame Vinyl","Drywall","1","Composition Shingle","1940","4","2","","","SEWER/SEPTIC INSTALLED"
"3450001520","03/10/2020","525000.00","1120","0","1120","0","0","1","Forced Air","Frame Siding","Drywall","1","Built Up Rock","1960","2","2","","View Lim +","SEWER/SEPTIC INSTALLED"
"6022100100","03/16/2020","296000.00","1444","0","0","480","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1998","3","2","","","SEWER/SEPTIC INSTALLED"
"0619114005","03/18/2020","925000.00","3136","0","0","0","1152","2","Forced Air","Frame Rustic Log","Drywall","2","Composition Shingle","1997","4","2","","View Good","SEWER/SEPTIC INSTALLED"
"8000380330","03/09/2020","520148.00","2836","0","0","462","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2019","4","3","","","SEWER/SEPTIC INSTALLED"
"9035000030","03/16/2020","360000.00","1574","0","0","440","0","1","Heat Pump","Frame Siding","Drywall","1","Formed Seam Metal","1961","3","2","","","SEWER/SEPTIC INSTALLED"
"7200001710","03/18/2020","250000.00","1145","0","1145","0","0","1","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1957","4","2","","","SEWER/SEPTIC INSTALLED"
"7002371100","03/12/2020","479995.00","2250","0","0","420","0","1","Warm and Cool Air Zone","Frame Vinyl","Drywall","2","Composition Shingle","2014","4","2","","","SEWER/SEPTIC INSTALLED"
"9001450120","03/17/2020","392000.00","1520","0","0","414","0","1","Forced Air","Frame Siding","Drywall","1","Composition Shingle","1998","2","2","","","SEWER/SEPTIC INSTALLED"
"6026950200","03/11/2020","426510.00","2285","0","0","400","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","2020","4","3","","","SEWER/SEPTIC INSTALLED"
"8867000500","03/16/2020","330000.00","1004","0","0","288","0","0","Electric Baseboard","Frame Siding","Drywall","1","Composition Shingle","1970","3","1","","","SEWER/SEPTIC INSTALLED"
"2008230124","03/11/2020","400000.00","1397","0","448","0","0","1","Forced Air","Frame Siding","Drywall","2","Composition Shingle","1925","3","2","","","SEWER/SEPTIC INSTALLED"
